paper_slug,district,question_no,module,module_name,module_confidence,review_reason,candidate_1,candidate_2,candidate_3,question_file,source_md,prompt_preview
2026-26届-崇明-二模,崇明,1,01-集合复数与逻辑,集合复数与逻辑,1,"low_confidence,small_margin",01-集合复数与逻辑:集合复数与逻辑:1,02-函数与导数:函数与导数:0,03-三角与向量:三角与向量:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-崇明-二模/01-集合复数与逻辑/2026-26届-崇明-二模-Q01-集合复数与逻辑-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届崇明区高三下二模数学试卷（解析版）/2026届崇明区高三下二模数学试卷（解析版）-dollar.md,"1. 集合 $A = \{ 2,4,6,8,{10}\} , B = \left( {-1,6}\right)$ ，则 $A \cap  B =$ ___."
2026-26届-崇明-二模,崇明,4,03-三角与向量,三角与向量,1,"low_confidence,small_margin",03-三角与向量:三角与向量:1,01-集合复数与逻辑:集合复数与逻辑:0,02-函数与导数:函数与导数:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-崇明-二模/03-三角与向量/2026-26届-崇明-二模-Q04-三角与向量-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届崇明区高三下二模数学试卷（解析版）/2026届崇明区高三下二模数学试卷（解析版）-dollar.md,"4. 已知向量 $\overrightarrow{a} = \left( {k,2}\right)$ ， $\overrightarrow{b} = \left( {2,1}\right)$ ，若 $\overrightarrow{a}\b"
2026-26届-崇明-二模,崇明,5,04-数列与不等式,数列与不等式,1,"low_confidence,small_margin",04-数列与不等式:数列与不等式:1,01-集合复数与逻辑:集合复数与逻辑:0,02-函数与导数:函数与导数:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-崇明-二模/04-数列与不等式/2026-26届-崇明-二模-Q05-数列与不等式-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届崇明区高三下二模数学试卷（解析版）/2026届崇明区高三下二模数学试卷（解析版）-dollar.md,"5. 若 $x > 0, y > 0$ ，且 ${xy} = 1$ ，则 $x + {2y}$ 的最小值为___."
2026-26届-崇明-二模,崇明,6,04-数列与不等式,数列与不等式,0,"zero_score_fallback,low_confidence,small_margin,tie_break",01-集合复数与逻辑:集合复数与逻辑:0,02-函数与导数:函数与导数:0,03-三角与向量:三角与向量:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-崇明-二模/04-数列与不等式/2026-26届-崇明-二模-Q06-数列与不等式-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届崇明区高三下二模数学试卷（解析版）/2026届崇明区高三下二模数学试卷（解析版）-dollar.md,6. 已知 $\cos \theta  =  - \frac{3}{5}$ ，则 $\cos {2\theta }$ 的值为___.
2026-26届-崇明-二模,崇明,7,07-概率统计,概率统计,1,"low_confidence,small_margin",07-概率统计:概率统计:1,01-集合复数与逻辑:集合复数与逻辑:0,02-函数与导数:函数与导数:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-崇明-二模/07-概率统计/2026-26届-崇明-二模-Q07-概率统计-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届崇明区高三下二模数学试卷（解析版）/2026届崇明区高三下二模数学试卷（解析版）-dollar.md,"7. 从一副去掉大小王的 52 张扑克牌中随机抽取一张牌,事件 $A$ 表示 “取得的牌面是 $A$ ”,事件 $B$ 表示“取得的牌的花色是黑桃”，则 $P\left( {B \mid  A}\right)$ 为___."
2026-26届-崇明-二模,崇明,9,04-数列与不等式,数列与不等式,0,"zero_score_fallback,low_confidence,small_margin,tie_break",01-集合复数与逻辑:集合复数与逻辑:0,02-函数与导数:函数与导数:0,03-三角与向量:三角与向量:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-崇明-二模/04-数列与不等式/2026-26届-崇明-二模-Q09-数列与不等式-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届崇明区高三下二模数学试卷（解析版）/2026届崇明区高三下二模数学试卷（解析版）-dollar.md,9. 已知 ${\left( x - 1\right) }^{3} + {\left( x + 1\right) }^{4} = {x}^{4} + {a}_{1}{x}^{3} + {a}_{2}{x}^{2} + {a}_{3}x + 
2026-26届-浦东-二模,浦东,1,01-集合复数与逻辑,集合复数与逻辑,1,"low_confidence,small_margin",01-集合复数与逻辑:集合复数与逻辑:1,02-函数与导数:函数与导数:0,03-三角与向量:三角与向量:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-浦东-二模/01-集合复数与逻辑/2026-26届-浦东-二模-Q01-集合复数与逻辑-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届浦东新区高三下二模数学试卷（解析版）/2026届浦东新区高三下二模数学试卷（解析版）-dollar.md,"1. 已知全集 $U = \left( {0, + \infty }\right)$ ，集合 $A = \lbrack 2, + \infty )$ ，则 ${\complement }_{U}A =$ ___."
2026-26届-浦东-二模,浦东,3,03-三角与向量,三角与向量,0,"zero_score_fallback,low_confidence,small_margin,tie_break",01-集合复数与逻辑:集合复数与逻辑:0,02-函数与导数:函数与导数:0,03-三角与向量:三角与向量:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-浦东-二模/03-三角与向量/2026-26届-浦东-二模-Q03-三角与向量-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届浦东新区高三下二模数学试卷（解析版）/2026届浦东新区高三下二模数学试卷（解析版）-dollar.md,"3. 已知 $f\left( x\right)  = \left\{  \begin{array}{l} \frac{1}{{x}^{3}}, x < 0 \\  x + 1, x \geq  0 \end{array}\right.$ ,"
2026-26届-浦东-二模,浦东,4,03-三角与向量,三角与向量,1,"low_confidence,small_margin",03-三角与向量:三角与向量:1,01-集合复数与逻辑:集合复数与逻辑:0,02-函数与导数:函数与导数:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-浦东-二模/03-三角与向量/2026-26届-浦东-二模-Q04-三角与向量-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届浦东新区高三下二模数学试卷（解析版）/2026届浦东新区高三下二模数学试卷（解析版）-dollar.md,4. 在 $\bigtriangleup  {ABC}$ 中，若 $a = 7$ ， $b = 8$ ， $\cos C = \frac{13}{14}$ ，则 $c =$ ___.
2026-26届-浦东-二模,浦东,7,02-函数与导数,函数与导数,0,"zero_score_fallback,low_confidence,small_margin,tie_break",01-集合复数与逻辑:集合复数与逻辑:0,02-函数与导数:函数与导数:0,03-三角与向量:三角与向量:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-浦东-二模/02-函数与导数/2026-26届-浦东-二模-Q07-函数与导数-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届浦东新区高三下二模数学试卷（解析版）/2026届浦东新区高三下二模数学试卷（解析版）-dollar.md,7. 从 4 名男生 3 名女生中选取 3 人，依次进行面试，其中恰好有 1 名女生，则有___种不同的面试方法.
2026-26届-浦东-二模,浦东,10,07-概率统计,概率统计,0,"zero_score_fallback,low_confidence,small_margin,tie_break",01-集合复数与逻辑:集合复数与逻辑:0,02-函数与导数:函数与导数:0,03-三角与向量:三角与向量:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-浦东-二模/07-概率统计/2026-26届-浦东-二模-Q10-概率统计-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届浦东新区高三下二模数学试卷（解析版）/2026届浦东新区高三下二模数学试卷（解析版）-dollar.md,"10. 已知,圆 $O$ 是圆心在原点的单位圆,弦 ${AB}$ 平行于 $x$ 轴,并将圆分为两段弧. 将其中一段劣弧 $\overset{\text{ ⏜ }}{AB}$ 沿弦 ${AB}$ 翻折后恰好经过圆心. 若直线 $y = x "
2026-26届-浦东-二模,浦东,11,05-立体几何与空间向量,立体几何与空间向量,3,"small_margin,tie_break",05-立体几何与空间向量:立体几何与空间向量:3,06-解析几何:解析几何:3,03-三角与向量:三角与向量:1,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-浦东-二模/05-立体几何与空间向量/2026-26届-浦东-二模-Q11-立体几何与空间向量-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届浦东新区高三下二模数学试卷（解析版）/2026届浦东新区高三下二模数学试卷（解析版）-dollar.md,"11. 某光影科技实验室为长方体空间, 底面是边长为 4 米的正方形, 高为 3 米. 为营造动态光影效果, 在底面一个顶点处安装射灯 $A$ ,在与该顶点相对的侧棱上、距底面 1 米处安装射灯 $I$ ,两盖射灯的光束方向由智能系统自动控"
2026-26届-浦东-二模,浦东,14,04-数列与不等式,数列与不等式,1,"low_confidence,small_margin",04-数列与不等式:数列与不等式:1,01-集合复数与逻辑:集合复数与逻辑:0,02-函数与导数:函数与导数:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-浦东-二模/04-数列与不等式/2026-26届-浦东-二模-Q14-数列与不等式-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届浦东新区高三下二模数学试卷（解析版）/2026届浦东新区高三下二模数学试卷（解析版）-dollar.md,"14. 已知实数 $a, b, c$ 满足 $a > b > 1 > c$ ,则下列结论一定正确的是( )"
2026-26届-金山-二模,金山,3,02-函数与导数,函数与导数,1,"low_confidence,small_margin",02-函数与导数:函数与导数:1,01-集合复数与逻辑:集合复数与逻辑:0,03-三角与向量:三角与向量:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-金山-二模/02-函数与导数/2026-26届-金山-二模-Q03-函数与导数-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届金山区高三下二模数学试卷（解析版）/2026届金山区高三下二模数学试卷（解析版）-dollar.md,3. 将 $\sqrt{a\sqrt{a}}\left( {a > 0}\right)$ 化成有理数指数幂的形式为___.
2026-26届-金山-二模,金山,8,03-三角与向量,三角与向量,0,"zero_score_fallback,low_confidence,small_margin,tie_break",01-集合复数与逻辑:集合复数与逻辑:0,02-函数与导数:函数与导数:0,03-三角与向量:三角与向量:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-金山-二模/03-三角与向量/2026-26届-金山-二模-Q08-三角与向量-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届金山区高三下二模数学试卷（解析版）/2026届金山区高三下二模数学试卷（解析版）-dollar.md,8. 若甲乙丙丁四人组成接力队参加 $4 \times  {100}$ 米接力赛，则甲不跑中间两棒的排法共有___种。
2026-26届-金山-二模,金山,9,04-数列与不等式,数列与不等式,0,"zero_score_fallback,low_confidence,small_margin,tie_break",01-集合复数与逻辑:集合复数与逻辑:0,02-函数与导数:函数与导数:0,03-三角与向量:三角与向量:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-金山-二模/04-数列与不等式/2026-26届-金山-二模-Q09-数列与不等式-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届金山区高三下二模数学试卷（解析版）/2026届金山区高三下二模数学试卷（解析版）-dollar.md,9. 已知关于 $x$ 的一元二次方程 ${x}^{2} - x + a = 0$ 有两个不相等的正根 $m\text{ 、 }n$ ，则 $\frac{1}{m} + \frac{9}{n}$ 的最小值为___.
2026-26届-金山-二模,金山,10,07-概率统计,概率统计,0,"zero_score_fallback,low_confidence,small_margin,tie_break",01-集合复数与逻辑:集合复数与逻辑:0,02-函数与导数:函数与导数:0,03-三角与向量:三角与向量:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-金山-二模/07-概率统计/2026-26届-金山-二模-Q10-概率统计-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届金山区高三下二模数学试卷（解析版）/2026届金山区高三下二模数学试卷（解析版）-dollar.md,"10. 已知在 $\bigtriangleup  {ABC}$ 中， ${AB} = 2,{AC} = 3,{\angle {BAC}} = {60}^{ \circ  }$ . 若点 $O$ 为 $\bigtriangleup  {ABC"
2026-26届-金山-二模,金山,11,04-数列与不等式,数列与不等式,1,"low_confidence,small_margin",04-数列与不等式:数列与不等式:1,01-集合复数与逻辑:集合复数与逻辑:0,02-函数与导数:函数与导数:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-金山-二模/04-数列与不等式/2026-26届-金山-二模-Q11-数列与不等式-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届金山区高三下二模数学试卷（解析版）/2026届金山区高三下二模数学试卷（解析版）-dollar.md,"11. 已知 ${S}_{n}$ 是数列 $\left\{  {a}_{n}\right\}$ 的前 $n$ 项和,且 ${S}_{n} = {2}^{n - 1} - 1, n \geq  1$ 且 $n \in  \mathrm{N}$"
2026-26届-金山-二模,金山,12,03-三角与向量,三角与向量,2,small_margin,03-三角与向量:三角与向量:2,05-立体几何与空间向量:立体几何与空间向量:1,08-综合与压轴:综合与压轴:1,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-金山-二模/03-三角与向量/2026-26届-金山-二模-Q12-三角与向量-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届金山区高三下二模数学试卷（解析版）/2026届金山区高三下二模数学试卷（解析版）-dollar.md,"12. 申辉中学某个数学建模小组发现: 人走路时, 启动或者停下的瞬间, 手中水平拿着的杯子里的水可能会被晃动得溢出杯口. 查询资料后发现: 液面和水平面的夹角 $\theta \left( {0 \leq  \theta  < \frac"
2026-26届-金山-二模,金山,13,07-概率统计,概率统计,1,"low_confidence,small_margin",07-概率统计:概率统计:1,01-集合复数与逻辑:集合复数与逻辑:0,02-函数与导数:函数与导数:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-金山-二模/07-概率统计/2026-26届-金山-二模-Q13-概率统计-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届金山区高三下二模数学试卷（解析版）/2026届金山区高三下二模数学试卷（解析版）-dollar.md,13. 为了了解申辉中学所有学生的每天平均体育运动时间，随机调查了该校 100 名学生，发现他们每天平均体育运动时间为 ${1.5}\mathrm{\;h}$ . 这里的总体是( )
2026-26届-金山-二模,金山,20,06-解析几何,解析几何,5,"small_margin,tie_break",02-函数与导数:函数与导数:5,06-解析几何:解析几何:5,01-集合复数与逻辑:集合复数与逻辑:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-金山-二模/06-解析几何/2026-26届-金山-二模-Q20-解析几何-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届金山区高三下二模数学试卷（解析版）/2026届金山区高三下二模数学试卷（解析版）-dollar.md,"20. 已知抛物线 $\Gamma  : {y}^{2} = {4x}$ 的焦点为 $F$ ，准线为 $l$ ，点 $P\left( {{x}_{0},{y}_{0}}\right)$ 为抛物线上一动点，点 $O$ 为坐标原点. (1)若 "
2026-26届-闵行-二模,闵行,6,04-数列与不等式,数列与不等式,0,"zero_score_fallback,low_confidence,small_margin,tie_break",01-集合复数与逻辑:集合复数与逻辑:0,02-函数与导数:函数与导数:0,03-三角与向量:三角与向量:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-闵行-二模/04-数列与不等式/2026-26届-闵行-二模-Q06-数列与不等式-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届闵行区高三下二模数学试卷（解析版）/2026届闵行区高三下二模数学试卷（解析版）-dollar.md,"6. 若 ${\left( 2x - 1\right) }^{10} = {a}_{0} + {a}_{1}x + {a}_{2}{x}^{2} + \cdots  + {a}_{10}{x}^{10}$ ,则 ${a}_{1} + {a}"
2026-26届-闵行-二模,闵行,7,01-集合复数与逻辑,集合复数与逻辑,1,"low_confidence,small_margin",01-集合复数与逻辑:集合复数与逻辑:1,02-函数与导数:函数与导数:0,03-三角与向量:三角与向量:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-闵行-二模/01-集合复数与逻辑/2026-26届-闵行-二模-Q07-集合复数与逻辑-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届闵行区高三下二模数学试卷（解析版）/2026届闵行区高三下二模数学试卷（解析版）-dollar.md,"7. 已知 $z \in  \mathrm{C}$ ,若 $\frac{{\left| z\right| }^{2}}{z} = 1 + \mathrm{i}$ (其中 $\mathrm{i}$ 为虚数单位),则 $z =$ ___."
2026-26届-闵行-二模,闵行,11,02-函数与导数,函数与导数,2,"small_margin,tie_break",02-函数与导数:函数与导数:2,04-数列与不等式:数列与不等式:2,01-集合复数与逻辑:集合复数与逻辑:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-闵行-二模/02-函数与导数/2026-26届-闵行-二模-Q11-函数与导数-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届闵行区高三下二模数学试卷（解析版）/2026届闵行区高三下二模数学试卷（解析版）-dollar.md,"11. 已知 $a \in  \mathbf{R}$ ,若不等式 $\left( {\ln x - 1}\right) \left( {\ln x - {ax}}\right)  > 0$ 的解集中有且仅有两个整数,则 $a$ 的最小值为_"
2026-26届-闵行-二模,闵行,13,07-概率统计,概率统计,1,"low_confidence,small_margin",07-概率统计:概率统计:1,01-集合复数与逻辑:集合复数与逻辑:0,02-函数与导数:函数与导数:0,/Users/tangchengbaiair/Downloads/试卷切片库/数学切片样例/2026-26届-六区二模-mvp/2026-26届-闵行-二模/07-概率统计/2026-26届-闵行-二模-Q13-概率统计-题目.md,/Users/tangchengbaiair/Downloads/mini-数学资料库/0-一模-二模-模考试卷-md版本/2026届闵行区高三下二模数学试卷（解析版）/2026届闵行区高三下二模数学试卷（解析版）-dollar.md,"13. 以下是由变量 $x$ 与 $y$ 所绘制的散点图,则它们的线性相关程度较高且正相关的是( )"
